SSN,Longitude,Latitude,Region,Country,Site,Cluster,Plot,Depth,Clay_2um,Clay_8um,Clay_20um,Clay_63um,Total_C,CORG,CINORG,Total_N,pH,Am_Ox_Al,Am_Ox_Fe,Am_Ox_Mn,Am_Ox_P,Olsen_P,pbi,Caex,Kex,Mgex,Naex,eCEC,Al,Ca,Co,Cr,Cu,Fe,K,Mg,Mn,Na,Ni,P,Pb,S,Zn,VegStructure,Date,Altitude,Accuracy,SlopeDn,SlopeUp,MajLform,LformDes,PosTopoSeq,ArtSurface,VegCovLT40,PlotFlood,PlotCultMgd,Trees,Shrubs,Graminoids,Forbs,VegOther,Broadleaf,Needleleaf,Allophytic,Evergreen,Deciduous,WdCovRate1,WdCovRate2,WdCovRate3,WdCovRate4,HerbCovRate1,HerbCovRate2,HerbCovRate3,HerbCovRate4,VegStrataDescr,SameLanduse90,UseFoodBeverage,UseForage,UseTimberFuelwood,UseOther,LandUseHistory,RockCover1,RockCover2,RockCover3,RockCover4,Erosion1,Erosion2,Erosion3,Erosion4,SoilConservation,SWCStructures,SWCDescr,AugDepth1,AugDepth2,AugDepth3,AugDepth4,Notes,Delta14C,Delta14C_err,F14C,F14C_err,TurnoverTime,Delta13C,SSN.XRPD,Quartz,Clay_1_1,Clay_2_1,Amorphous,Pedogenic_Oxides,Feldspars,LIG_N,SoilTMP_C,SoilMoi_kgm2,SoilMoi_m3m3,Litterfall.gC.m2.yr,Litterroot.gC.m2.yr,NPP.gC.m2.yr,NPP.gC.m2.d,clay_extracted,bd_extracted,silt_extracted,MAT,MAP,PET,npp_modis,socs,sm,stemp
icr006110,36.1377,-6.89232,East Africa,Tanzania,Chinyanghuku,11,5,Subsoil,24.382,42.49,50.785,58.426,0.52,0.52,0,0.05,7.32,1116.77191,1258.692718,160.3742725,-25.19075536,0.86,33.16,4.93,0.347360157,1.664401136,0.048300932,6.904689116,33178.88421,2050.725699,8.443734347,27.44276572,7.061055228,23985.17685,2954.367271,2716.397942,311.7322872,131.0697184,9.602564067,92.57501755,8.199973807,50.3812652,21.38812321,Woodland,02-09-10,0,0,3,3,Level,Dissected plain,Footslope,0,0,0,0,1,1,0,1,0,1,0,0,0,1,4,4,3,3,1,1,1,1,scattered tree shrubs land no undergrowth due to grazing,No,0,1,1,0,,2,2,2,2,Rill,Rill,Rill,Rill,None,0,,25,36,25,33,,NA,NA,NA,NA,NA,NA,icr006102,24.4852,5.6645,6.0719,2.1404,7.6887,36.3542,20.60163272,24.98632622,120.7407579,0.181111137,371.51,76.64389896,448.153899,1.227818901,24,1.5,14,22.93749988,563,1928,0.759457143,1.56,0.213060722,28.07636261
icr006114,36.1331,-6.89039,East Africa,Tanzania,Chinyanghuku,11,7,Subsoil,16.34,29.652,35.739,42.578,0.34,0.34,0,0.03,6.22,993.5753726,1074.211029,145.5633339,-7.823520839,1.32,32.43,2.23,0.267328597,1.710651393,0.048087672,3.21716616,29437.52013,1950.764077,8.891852337,26.33840293,6.909504314,22309.40823,3894.52458,3621.587736,309.0570634,137.3591568,9.101842166,101.8851852,7.167118893,30.90824518,24.57719741,Shrubland,02-09-10,0,0,2,2,Level,Valley,Footslope,0,0,0,0,1,1,0,1,0,1,0,0,0,1,2,2,2,2,1,1,1,1,"Shrub land previously farmed 15 years ago, Boscia sp, Acacia tortolis, mellifera, justicia sp",Yes,0,1,1,0,,1,1,1,2,Rill,Rill,Rill,Rill,None,0,,40,20,35,30,,NA,NA,NA,NA,NA,NA,icr006102,24.4852,5.6645,6.0719,2.1404,7.6887,36.3542,19.88391681,24.98632622,120.7407579,0.179903729,371.51,81.67950304,453.189503,1.241615077,26,1.49,15,23.17500003,563,1943,0.703442857,1.0132,0.213060722,28.07636261
icr006116,36.1339,-6.89424,East Africa,Tanzania,Chinyanghuku,11,8,Subsoil,6.883,16.68,22.82,29.419,0.44,0.44,0,0.03,7.78,638.5791836,492.6904315,108.7807389,-34.05353433,1.3,17.97,3.24,0.321658414,0.819754711,0.027922976,4.694370406,13836.57933,1838.463666,5.022142596,16.93365795,4.467738857,10236.80178,1661.995533,1667.464466,186.2862301,117.3706477,6.488752372,52.37928067,6.393397053,33.44632745,12.91287704,Other,02-09-10,0,0,1,1,Level,Major depression,Bottomland,0,0,1,0,1,1,0,1,0,1,0,0,0,1,5,0,5,3,0,1,0,2,This is a river bed sub plot 1 and 2 3 in a river bed on edges,Don't know,0,1,1,0,,1,1,1,2,Gully/Mass,Gully/Mass,Gully/Mass,Gully/Mass,None,0,,50,50,50,15,,27.5,2.7,1.0363,0.0027,175,-24.32,icr006102,24.4852,5.6645,6.0719,2.1404,7.6887,36.3542,21.21609908,24.98632622,120.7407579,0.182318544,371.51,76.3950146,447.9050146,1.227137026,24,1.51,15,22.93749988,563,1928,0.703442857,1.3288,0.213060722,28.07636261
icr006118,36.1367,-6.89404,East Africa,Tanzania,Chinyanghuku,11,9,Subsoil,18.947,44.033,53.696,60.911,2.52,1.42,1.1,0.11,7.96,1330.713822,941.7468424,284.8701378,14.82247494,2.41,65.51,18.89,0.30917618,2.50485498,0.077710302,19.64378863,32543.67188,39981.83667,12.6132772,29.8663707,12.82046607,26572.73218,4159.820506,5535.454054,512.0136945,136.0284753,13.02071144,133.5215925,8.498983917,144.3176863,31.48938091,Forest,02-09-10,0,0,2,2,Sloping,Dissected plain,Ridge/Crest,0,0,0,0,1,1,1,1,0,1,0,0,0,1,5,4,5,5,2,2,2,1,forest-edge of Korongo plot  4 in a Korongo,Yes,0,1,1,0,,2,3,2,2,Gully/Mass,Gully/Mass,Rill,Gully/Mass,None,0,,20,20,40,30,,NA,NA,NA,NA,NA,NA,icr006102,24.4852,5.6645,6.0719,2.1404,7.6887,36.3542,34.48656825,24.98632622,120.7407579,0.178696322,371.51,76.64389896,448.153899,1.227818901,28,1.48,15,22.93749988,563,1928,0.759457143,4.2032,0.213060722,28.07636261
icr006127,36.13782883,-6.86459208,East Africa,Tanzania,Chinyanghuku,12,6,Subsoil,18.012,42.328,53.6,63.181,0.49,0.49,0,0.05,7.71,1350.9994,1560.301957,132.8675711,22.67662143,2.66,51.46,7.06,0.248623659,2.175615923,0.111677818,7.073561748,36503.03491,2707.656472,9.299730291,21.45293158,9.141296165,28169.95526,4431.676373,4105.456854,308.4970193,161.2481106,9.422979114,116.0527153,7.57904226,78.89217895,35.1766446,Other,14-12-09,841,1.4,11,12,Sloping,Low gradient footslope,Footslope,0,0,0,0,1,1,1,1,0,1,0,0,1,1,2,1,2,2,1,1,1,1,acacia senegal woodland; on small gravel ; bosia,Yes,0,1,1,0,grazing fuelwood and timber,2,2,2,2,Rill,Rill,Rill,Rill,None,0,,20,15,17,30,,NA,NA,NA,NA,NA,NA,icr006122,27.2592,7.8693,2.8532,0.9998,5.3027,44.5584,18.74832657,24.98632622,120.7407579,0.172659284,371.51,76.45852279,447.9685228,1.227311021,25,1.43,12,22.73333331,559,1915,0.885985714,1.4014,0.213060722,28.07636261
icr006131,36.14284897,-6.85878706,East Africa,Tanzania,Chinyanghuku,12,8,Subsoil,13.97,28.944,35.159,43.497,0.3,0.3,0,0.03,5.74,874.8927011,763.0520793,54.98887257,-0.540192186,0.56,27.45,1.73,0.082548263,1.42720176,0.163495463,3.723896523,22054.24497,765.7406004,4.885833007,18.73453787,4.269003822,14303.33742,2020.177803,1957.573475,144.2177612,149.7638323,6.461143318,46.35852121,6.006098272,19.20682526,17.06752603,Shrubland,14-12-09,838,1.8,14,13,Sloping,Low gradient footslope,Footslope,0,0,0,0,1,1,1,1,0,1,0,0,1,1,2,2,2,2,1,1,1,1,shrubland with jathropa tree; acacia senegal; comiphora pauli ; ipomea gardenia,Yes,0,1,1,0,presently grazing land; fuelwood,1,1,1,1,Rill,Rill,Rill,Rill,None,0,,20,50,30,25,,-42.6,2.8,0.9655,0.0028,530,-23.16,icr006122,27.2592,7.8693,2.8532,0.9998,5.3027,44.5584,19.88391681,24.98632622,120.7407579,0.175074099,371.51,80.232206,451.742206,1.237649879,25,1.45,12,23.08333325,555,1930,0.870128571,0.87,0.213060722,28.07636261
icr006133,36.13682556,-6.86057806,East Africa,Tanzania,Chinyanghuku,12,9,Subsoil,4.776,21.228,30.32,43.155,0.8,0.8,0,0.07,6.68,740.6968865,699.8302839,128.9541458,38.86759745,2.76,15.3,3.3,0.19926652,0.82231217,0.030077078,5.452459676,16143.61341,2031.419109,6.891801049,16.68105575,3.801536668,15970.97839,4135.024912,3523.190932,273.3593264,166.7178416,7.135118662,101.3710173,6.923023485,64.03334723,30.98846408,Woodland,14-12-09,981,1.8,30,32,Steep,High gradient hill,Midslope,0,0,0,0,1,1,1,1,0,1,0,0,1,1,2,2,2,2,1,1,1,1,comiphora and starculia trees dominant with dense undergrowth,Yes,0,1,1,0,grazing and fuelwood,2,2,2,2,Sheet,Sheet,Sheet,Sheet,None,0,,20,30,35,20,,NA,NA,NA,NA,NA,NA,icr006122,27.2592,7.8693,2.8532,0.9998,5.3027,44.5584,20.60163272,24.98632622,120.7407579,0.164207431,371.51,74.4451658,445.9551658,1.221794975,29,1.36,12,22.73333331,559,1915,0.974842857,2.176,0.213060722,28.07636261
icr006170,36.16738129,-6.88957977,East Africa,Tanzania,Chinyanghuku,15,7,Subsoil,11.78,32.412,47.961,62.226,0.99,0.99,0,0.09,6.82,1365.207343,1520.643362,223.9049961,-23.73123723,4.62,26.42,3.49,0.972475954,0.875859713,0.041236715,13.53227139,26704.31036,7447.373226,13.86577836,23.09807909,10.13866829,25378.40314,9091.082018,9252.288136,494.237603,183.6912443,8.806108079,130.5528549,6.180310025,73.42740589,39.36144199,Other,17-12-09,961,1.8,12,7,Sloping,Ridges,Ridge/Crest,0,0,0,0,1,1,1,1,0,1,0,0,1,1,2,2,2,2,2,2,2,2,boabab tree; mellifera; albizia sp; tortilis,Yes,0,1,1,0,currently grazing land,2,2,2,2,Sheet,Sheet,Sheet,Sheet,None,0,,30,20,15,15,,NA,NA,NA,NA,NA,NA,icr006165,32.2552,0,0,2.0646,4.1567,36.0402,18.74832657,24.98632622,120.7407579,0.163000023,371.51,74.5974371,446.1074371,1.222212156,28,1.35,11,22.5333335,575,1900,0.976842857,2.673,0.213060722,28.07636261
icr006172,36.1642,-6.88228,East Africa,Tanzania,Chinyanghuku,15,8,Subsoil,5.611,19.932,31.758,47.572,0.6,0.6,0,0.05,5.64,792.2309798,1071.45554,24.29928923,41.10488793,1.42,18.9,0.74,0.202599338,0.838632033,0.05535082,0.358248775,25480.47117,2787.776336,11.60275307,21.78855863,10.34794674,25947.63504,10517.88287,10236.13824,325.6770164,191.233258,8.712204106,56.75501467,4.874892165,40.79785841,48.94040061,Bushland,17-12-09,961,1.8,28,30,Steep,Medium gradient escarpment,Midslope,0,0,0,0,1,1,0,1,0,1,0,0,1,1,2,2,2,2,1,1,1,1,bushland with composition of various tree species comiphora ; delonix elata and grewia bicola; dense undergrowth,Yes,0,1,1,0,presently intact with less human activities,2,2,2,2,Sheet,Sheet,Sheet,Sheet,None,0,,20,20,20,20,,NA,NA,NA,NA,NA,NA,icr006165,32.2552,0,0,2.0646,4.1567,36.0402,17.68110244,24.98632622,120.7407579,0.160585208,371.51,75.2327128,446.7427128,1.223952638,29,1.33,13,21.7833333,585,1864,0.813242857,1.596,0.213060722,28.07636261
icr006174,36.1632843,-6.88359499,East Africa,Tanzania,Chinyanghuku,15,10,Subsoil,5.354,22.202,34.422,47.079,0.74,0.74,0,0.07,6.93,922.7012416,1398.382772,117.8122747,31.86408484,1.28,18.3,3.02,0.151873817,1.952119189,0.032515893,3.839805914,23731.88645,2637.81452,12.05667188,37.46340938,11.18212015,23938.95532,7406.744723,7580.475219,346.4770154,203.46855,13.48206018,86.89125727,4.651728865,59.4023973,41.55385003,Bushland,17-12-09,1212,1.7,28,34,Steep,High gradient hill,Midslope,0,0,0,0,1,1,1,1,0,1,0,0,1,1,3,3,3,3,2,2,2,2,asorted shrubs; gardenia sp; gesticiar shrubs,Yes,0,1,1,0,minimal human disturbance/activities; timber; bee harvesting,2,2,2,2,Sheet,Sheet,Sheet,Sheet,None,0,,30,20,18,0,,NA,NA,NA,NA,NA,NA,icr006165,32.2552,0,0,2.0646,4.1567,36.0402,17.68110244,24.98632622,120.7407579,0.155755578,371.51,245.0651425,616.5751425,1.689246966,29,1.29,11,21.6333334,590,1858,0.813242857,1.9092,0.213060722,28.07636261
icr006455,36.44020081,-6.12600994,East Africa,Tanzania,Pandambili,1,1,Subsoil,28.7645,58.155,65.0395,69.334,0.81,0.7,0.1,0.06,8.03,2703.686191,1095.670284,185.2526065,48.30992964,1.38,108.91,14.99,2.180489599,3.45600878,0.02362292,19.13752688,35497.94748,6257.135488,7.731195311,58.87812741,12.98346214,20161.11761,10859.30378,5382.424835,319.3923962,53.88358985,29.36430032,117.4231386,3.202963616,71.83018618,30.59578335,Cropland,01-03-10,1031,1.5,0,0,Level,Plain,Bottomland,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2,2,maize field with star grass and many forbs,No,1,0,0,0,was a forest then shamba for 3 years,1,1,1,1,None,None,None,None,None,0,,30,40,40,50,,-129.4,1.9,0.878,0.0019,1301,-15.28,icr006455,61.2265,0,15.2974,0.7327,0,13.6102,9.277812168,23.55193329,119.9064042,0.166669902,304.68,224.132413,528.812413,1.448801131,28,1.39,14,22.05416652,562,1817,0.691028571,1.946,0.248031005,27.43919563
icr006475,36.43598175,-6.08874989,East Africa,Tanzania,Pandambili,2,1,Subsoil,7.588,10.162,11.083,12.351,0.47,0.47,0,0.05,4.57,1846.889773,1070.019199,33.65665771,9.381671748,1.36,83.09,1,0.496624854,0.531591534,0.031200361,2.965165999,32557.34347,213.387209,3.814862669,79.35302531,13.03337329,14467.42622,1487.768795,691.4423947,64.41284972,35.13905933,14.91861582,83.55548226,1.817534772,47.46560779,20.0731948,Wooded_grassland,01-03-10,1089,1.9,0.5,1,Level,Plain,Bottomland,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,2,1,3,3,4,4,dense wooded grassland,Yes,0,1,0,0,dense wooded grassland for more than 20 years used as a ranch,1,1,1,1,None,None,None,None,None,0,,50,50,50,50,,NA,NA,NA,NA,NA,NA,icr006475,84.259,5.4116,0,0,0,7.1925,18.74832657,23.55193329,119.9064042,0.171466158,304.68,67.0679225,371.7479225,1.018487459,30,1.43,11,21.94166664,580,1803,0.862642857,1.3442,0.248031005,27.43919563
icr006493,36.4405,-6.06394,East Africa,Tanzania,Pandambili,3,1,Subsoil,28.084,44.447,52.217,59.066,0.56,0.56,0,0.06,6.09,2560.093479,2252.254511,152.8090776,30.85645993,1.23,49.76,3.48,0.472283648,1.518483305,0.019802322,5.23864176,41049.48603,923.4599967,9.206622555,83.76072137,21.69014046,25213.54276,3349.502357,2750.741108,250.1746085,92.9127981,29.3656706,138.130514,2.975792915,66.08067081,32.03223956,Forest,15-02-10,0,0,1,1,Level,Plain,Bottomland,0,0,0,0,1,1,1,1,0,1,0,0,0,1,5,5,5,5,5,5,4,4,we are in a forest with acacia mellifera acacia senegal; commiphora pauli. lots of tall grass.,Yes,0,1,0,0,"was a scattered baobab forest, then white settler came and planted everything in groundnut, which eventually failed ad they abandoned it. In 1952-53 it was for sheep and livestock experiments.In 1952 they determined the land was better for beef cattle.  T",1,1,1,1,None,None,None,None,None,0,,50,50,50,50,,-28.4,3.5,0.9799,0.0035,434,-22.67,icr006493,78.6313,0,0,0,0,16.5372,34.48656825,23.55193329,119.9064042,0.171466158,304.68,208.8172689,513.4972689,1.406841833,29,1.43,12,21.76666661,585,1787,0.9737,1.6016,0.248031005,27.43919563
icr006531,36.4577,-6.11749,East Africa,Tanzania,Pandambili,5,1,Subsoil,31.742,57.801,63.612,67.048,0.4,0.4,0,0.05,5.98,2065.318265,1193.636034,149.7265283,16.68531997,0.96,62.85,3.08,0.90332955,1.761051934,0.025664484,4.862018868,44758.2884,654.3180425,10.16660054,84.17842808,21.39875239,25114.78881,2790.665706,1244.543601,263.8862764,51.63497687,35.83958358,137.3200044,4.704824006,51.37484031,23.97033557,Grassland,27-02-10,1043,0,2,1.5,Level,Plain,Bottomland,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,2,1,4,4,4,4,Dense vegetative cover herbaceous plants dominant by a leguminous plant grass and melifera trees,Yes,0,1,0,0,land used for grazing owned by the government,1,1,1,1,None,None,None,None,None,0,,50,50,50,50,,-98.3,3.2,0.9094,0.0032,993,-18,icr006531,97.3451,0,0,0,0,2.3088,10.31141061,23.55193329,119.9064042,0.166669902,304.68,180.0381736,484.7181736,1.327994996,31,1.39,15,22.0250001,566,1823,0.775028571,1.112,0.248031005,27.43919563
icr006551,36.46326065,-6.08820009,East Africa,Tanzania,Pandambili,6,1,Subsoil,18.057,25.707,27.055,27.811,0.27,0.27,0,0.02,6.62,1192.930464,581.7036419,72.59056124,5.607876375,0.96,26.57,3.53,0.542417501,1.120757766,0.012881527,7.401101027,16871.2115,681.8240184,3.564709735,66.093099,7.188838052,9859.5946,2114.147015,1103.948359,121.8571057,34.56312985,15.82255206,63.71831729,1.885299812,24.67074212,13.88152081,Wooded_grassland,26-02-10,1052,2.1,0,0,Level,Plain,Bottomland,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,5,5,5,5,wooded grassland with acacia and mostly feather grass,Yes,0,1,0,0,"was a scattered baobab forest, then white settler came and planted everything in groundnut, which eventually failed ad they abandoned it. In 1952-53 it was for sheep and livestock experiments.In 1952 they determined the land was better for beef cattle.  T",1,1,1,1,None,None,None,None,None,0,,50,50,50,50,,NA,NA,NA,NA,NA,NA,icr006551,77.0328,6.2917,5.214,1.1215,0,6.911,18.74832657,23.55193329,119.9064042,0.16906803,304.68,66.23478044,370.9147804,1.016204878,32,1.41,15,22.13750013,579,1798,0.834885714,0.7614,0.248031005,27.43919563
icr006571,36.46458817,-6.06997013,East Africa,Tanzania,Pandambili,7,2,Subsoil,13.742,25.754,29.166,31.044,0.48,0.48,0,0.05,6.3,1324.435796,815.2335812,121.8147012,20.12189225,1.14,50.93,5.45,0.873748599,2.065431931,0.063507626,8.956038994,28723.36905,872.7563783,6.07655824,74.62037791,10.15959026,16612.12448,2639.671114,1321.301426,208.2912626,56.62620111,24.74044007,111.4415085,3.386542218,58.01415906,18.94616509,Grassland,18-02-10,1061,1.9,0,0,Level,Plain,Bottomland,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,5,5,this is a grassland . no trees in our plot but all around acacia tortilis . hard soil.,No,0,1,0,0,All of this cluster was a shamba for  35 years until 2 years ago. maybe that's why the soil is so hard.,1,1,1,1,None,None,None,None,None,0,,30,18,20,10,,-62.2,3,0.9458,0.003,678,-16.07,icr006571,94.0818,0,0,0,0,5.1901,10.31141061,23.55193329,119.9064042,0.17506335,304.68,69.9940532,374.6740532,1.026504255,33,1.46,13,22.08333341,576,1797,0.850614286,1.4016,0.248031005,27.43919563
icr006599,36.45669174,-6.04913998,East Africa,Tanzania,Pandambili,8,7,Subsoil,NA,NA,NA,NA,0.34,0.34,0,0.04,7,1223.490749,1226.038263,203.3480904,29.58536733,2.24,41.98,4.13,0.722590547,1.353017707,0.00986688,8.697680847,26851.01081,1595.583619,10.98722519,54.502211,12.24042716,19139.13204,2966.894168,2603.991584,314.6829568,167.3777973,22.15131169,120.2632137,2.196282239,42.89490378,24.61261015,Wooded_grassland,17-02-10,1082,1.7,0,0,Level,Plain,Bottomland,0,0,0,0,1,1,1,1,0,1,0,0,0,1,4,2,3,0,5,5,5,5,this is  a dense grassland with dense solanacae forb. acacia tortilis  scattered and unknown  acacia with pink and yellow flowers.It's Dichrostachys cinerea,Yes,0,1,0,0,"was a scattered baobab forest, then white settler came and planted everything in groundnut, which eventually failed ad they abandoned it. In 1952-53 it was for sheep and livestock experiments.In 1952 they determined the land was better for beef cattle.  T",1,1,1,1,None,None,None,None,None,0,,50,50,50,50,,NA,NA,NA,NA,NA,NA,icr006587,25.6628,13.1774,24.1235,2.4762,6.2813,15.241,18.74832657,23.55193329,119.9064042,0.17506335,304.68,202.3075123,506.9875123,1.389006883,26,1.46,10,21.81666648,586,1768,0.928757143,0.9928,0.248031005,27.43919563
icr006627,36.4863,-6.09622,East Africa,Tanzania,Pandambili,10,1,Subsoil,35.475,47.831,53.01,57.516,0.38,0.38,0,0.04,5.56,1078.254559,1034.71046,100.0676528,45.18400239,1.45,41.89,2.25,0.694567777,1.204821115,0.055718277,3.507950333,31673.93973,508.1626957,7.27139678,76.23573365,10.33779343,19817.81373,2283.91531,1568.793042,169.361227,72.82815436,23.4536465,142.7728868,3.159226305,45.17643317,21.31621846,Grassland,22-02-10,1084,0,0,1,Level,Plain,Bottomland,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,2,5,5,5,5,grassland acacia tortollis,Yes,0,1,0,0,same,1,1,1,1,None,None,None,None,None,0,,20,30,40,30,,NA,NA,NA,NA,NA,NA,icr006627,84.4464,0,0,0,0,12.7338,10.31141061,23.55193329,119.9064042,0.170267094,304.68,73.54344687,378.2234469,1.036228622,33,1.42,14,21.87499996,593,1787,0.812742857,1.0792,0.248031005,27.43919563
icr006695,36.5099,-6.12299,East Africa,Tanzania,Pandambili,13,6,Subsoil,NA,NA,NA,NA,0.46,0.46,0,0.05,5.2,2508.377556,1161.441198,125.9782869,28.75013109,1.36,76.11,3.17,0.418888285,2.3890181,0.056771062,6.543297633,58681.76515,676.5298692,9.44687214,74.29070896,15.15434595,21845.59553,2893.733447,1865.108453,195.4196496,81.21536753,33.21086541,115.2127289,2.414121963,58.90603171,29.95654571,Grassland,25-02-10,1118,0,1,1,Level,Plain,Bottomland,0,0,0,0,1,1,1,1,0,1,0,0,0,1,4,1,1,0,5,5,5,5,grass land mostly feather grass 1 big boabab,Yes,0,1,0,0,same,1,1,1,1,None,None,None,None,None,0,,50,50,50,50,,NA,NA,NA,NA,NA,NA,icr006685,43.3777,15.9092,1.7698,3.0747,6.1766,19.418,10.31141061,21.86864662,116.1212118,0.164892121,328.51,229.2726107,557.7826107,1.528171536,29,1.42,13,21.64166665,607,1781,0.791042857,1.3064,0.288729787,26.51796913
icr006705,36.50844955,-6.09060001,East Africa,Tanzania,Pandambili,14,1,Subsoil,27.091,43.363,50.968,57.429,0.5,0.5,0,0.06,6.39,1546.861712,1889.540949,259.5488704,56.71433867,2,59.35,4.08,0.809249849,1.913960823,0.0385861,5.531331157,42557.5795,1143.62923,11.59763636,77.24774274,16.02389759,33296.99345,3889.920533,2545.550727,417.2233576,113.0119767,33.68108278,171.336822,4.60398192,56.72458323,37.62366237,Wooded_grassland,28-02-10,1124,1.7,1,1.5,Level,Plain,Bottomland,0,0,0,0,1,1,1,1,0,1,0,0,1,1,2,2,2,2,4,4,4,4,dense shrub land with grass and scattered trees,Yes,0,1,0,0,"was a scattered baobab forest, then white settler came and planted everything in groundnut, which eventually failed ad they abandoned it. In 1952-53 it was for sheep and livestock experiments.In 1952 they determined the land was better for beef cattle.  T",1,1,1,1,None,None,None,None,None,0,,50,50,50,50,,NA,NA,NA,NA,NA,NA,icr006705,31.7758,9.2299,6.9499,2.5257,7.3898,34.4069,18.74832657,21.86864662,116.1212118,0.166053333,328.51,74.10000125,402.6100013,1.103041099,35,1.43,13,21.70416673,606,1767,0.877571429,1.43,0.288729787,26.51796913
icr006725,36.5067,-6.07987,East Africa,Tanzania,Pandambili,15,1,Subsoil,0.105,1.662,2.175,2.175,0.45,0.45,0,0.05,4.84,2267.859184,1215.476964,83.05911266,22.08150816,1.4,77.22,1.53,0.611474494,0.942178236,0.036976072,6.418436645,50682.28998,367.1230612,7.822720117,106.6051672,19.74741326,19134.92962,1727.427579,734.1689917,145.5699334,47.48788573,40.73230313,131.552151,2.628129792,74.73388578,22.85902758,Grassland,24-02-10,1117,0,0,0,Level,Plain,Bottomland,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,2,1,5,5,5,5,GRASSLAND with some acacia shrubs feather grass,Yes,0,1,0,0,was forest now fallow for many years,1,1,1,1,None,None,None,None,None,0,,50,50,50,50,,NA,NA,NA,NA,NA,NA,icr006725,97.2501,0,0,0,0,1.5367,10.31141061,21.86864662,116.1212118,0.164892121,328.51,220.8470652,549.3570652,1.50508785,33,1.42,13,21.75416664,599,1768,0.925828571,1.278,0.288729787,26.51796913
icr006727,36.5017,-6.07972,East Africa,Tanzania,Pandambili,15,2,Subsoil,NA,NA,NA,NA,0.61,0.61,0,0.07,4.83,2066.919959,1168.160042,53.00871478,31.62525319,1.6,89.46,2.82,0.721382036,1.792308126,0.072395355,5.956893777,63998.22832,623.2416367,7.750713881,112.9145638,23.34879669,22253.06996,2842.714925,1417.020208,112.8706292,75.90974351,48.71825455,133.1118198,2.038605643,93.51495288,32.69052488,Grassland,24-02-10,1113,0,0,0,Level,Plain,Bottomland,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,2,3,3,5,4,5,4,GRASSLAND with acacia trees feather grass,Yes,0,1,0,0,was forest now fallow for many years,1,1,1,1,None,None,None,None,None,0,,40,50,50,50,,NA,NA,NA,NA,NA,NA,icr006725,97.2501,0,0,0,0,1.5367,10.31141061,21.86864662,116.1212118,0.167214545,328.51,219.9800309,548.4900309,1.502712413,34,1.44,14,21.75416664,599,1768,0.916228571,1.7568,0.288729787,26.51796913
icr006745,36.5135,-6.05373,East Africa,Tanzania,Pandambili,16,1,Subsoil,15.1935,22.653,25.543,30.4305,0.28,0.28,0,0.03,4.98,1302.162651,553.6599458,33.04996911,10.69940297,1.04,34.37,0.38,0.258980082,0.282004096,0.017321594,2.814863097,20520.86263,149.8000043,3.806526607,53.11455384,4.257350357,9325.204434,1305.26152,813.941494,60.90704654,63.73039173,15.32659546,63.20804009,2.651712255,32.15130153,12.68387545,Grassland,02-10-10,1159,0,1,1,Level,Plain,Bottomland,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,3,0,5,5,5,5,GRASSLAND with some acacia shrubs,No,0,1,0,0,forest now but was fallow 2 years ago,1,1,1,1,None,None,None,None,None,0,,50,50,50,50,,-68.1,3.1,0.9399,0.0031,726,-22.03,icr006745,74.9965,3.7122,0,0,0,18.0793,10.31141061,21.86864662,116.1212118,0.163730909,328.51,221.3365245,549.8465245,1.506428834,33,1.41,12,21.52083333,608,1752,0.905014286,0.7896,0.288729787,26.51796913
icr007791,37.45064163,-5.31900215,East Africa,Tanzania,Kiberashi,4,1,Subsoil,23.977,32.675,36.153,38.385,1,1,0,0.09,4.96,2199.44678,1335.910343,230.6375646,-42.23245243,1.14,131.75,3.24,0.882303415,1.952955165,0.123607691,14.15754699,61898.22054,834.7988817,16.47197521,36.51079101,20.27781484,37240.93856,4901.792787,2905.851409,383.0122202,109.1687131,26.40823633,228.4941422,9.838522071,128.6827172,41.87646406,Forest,13-04-10,1175,1.7,4,3.5,Sloping,Medium gradient hill,Upland,0,0,0,0,1,1,1,1,0,1,0,1,1,1,5,5,5,5,5,4,5,5,this is a forest but it appears degraded ;tall acacia spp;broad leaf unknown ;tall perrenual grass some acacia tortollis,Yes,0,1,1,0,this was a forest,1,1,1,1,Rill,Rill,Rill,Rill,None,0,,50,42,50,50,,NA,NA,NA,NA,NA,NA,icr007791,44.8178,8.8422,9.8981,2.2277,4.7535,23.7879,34.48656825,21.120327,131.9406014,0.179439218,347.08,93.52454662,440.6045466,1.207135744,27,1.36,13,20.0250001,814,1456,1.226342857,2.72,0.278345644,24.39668655
